user_id,business_id,text,date,compliment_count
LAwE-z6LRwUNg7-pR6DeDQ,tXKRz7JNNcIL_MgrNN_kBg,Not great at all !,2013-08-18 05:49:32,0
QJUSSh5QCcy8P5Jf8GlgYw,_8MkUoObdLpakXbCobbKxA,Order a cocktail! Great tasting and great prices!,2017-04-30 21:45:33,0
QzJrSF8OaiB67uGHvgJexQ,GmW-5fK83_94T0BGKAB2ZA,Food's always better when delivered by nice guys!,2012-06-07 17:59:15,0
ET1EHTjE-pSO6mvn2cngoQ,6TX9uZNE0TUoeSYiDLv16g,The sicilian deal is amazing. Pizza for days.,2015-11-03 06:00:11,0
7lTCFIslGM0MXlMvd2Mu9w,ftpaEvx7cMJmHBdQKd4y-g,Iced tea served with mint sprig and lemon. Great friendly people. My kind of place.,2012-08-17 17:12:24,0
8a4Wlam7xCcSj5fUmhWItg,QO4E57PptMqNMrSS9sefUw,Love this place for lunch.  Kung pow chicken is great,2018-01-19 19:46:52,0
gWvgbBDvkbzOB-RS_jrllQ,4r4eZQBqks0Ky_OHK-LU7Q,"There is a Check-In offer shown in the Yelp page. I showed it to the owner at check out and she was not ready to accept it. She said that she has not posted it and is not aware of such a promotion. The tone was very insulting. Not that we were desperate for a free drink, but she could have presented the same in a polite manner. I don't think disowning something put up on their official Yelp page is a good gesture. 
Mgt, pls take it off if you donot plan to honour it.",2016-09-05 19:55:38,0
6okDtY2AghcJ_T6NnHYKpQ,DzBKbK7SvIi2lh0rsYUkhg,"50% off sushi when you dine in, everyday!  Amazing hibachi at reasonable prices!",2014-11-03 19:00:29,0
T__CyGS2hC3fq51vGXv9YA,N0gGkw0xLjIwAIG7GlB3ag,Run away! Don't stop!,2015-08-09 23:52:41,0
5BL_mcIfYvU9L08syGCfEg,nU6LmqtSI08VMKIibEQRMA,"Good food , great price, and very kid friendly",2017-04-05 03:43:07,0
lNV1gcV_CswYNDczRUDqlQ,8eDkw7CE0NKqMknPIu26fw,Ate here 3 times while attending a show at the conv center.  Great food!,2018-02-21 23:41:14,0
ne-yv1C8O_ppzaE62kfJmQ,SVXW9ufki_0JSFvS1hApwg,Karaoke.  :),2011-10-14 04:13:29,0
CX7wZuYLJm4fO4XkH83qzA,BVLGDMTcCU-9-Rwp3M4l6Q,Pupusas de chicharron y de queso con loroco.,2012-08-10 23:09:23,0
mr7XKwztNhQ7e1T3zbcRGw,dclL14pr7OojCOKJ_ZbMbQ,Tiramisu!!,2011-01-06 00:42:05,0
LkXNQQaIc5yrKu9Ap87RrA,g5-CoFqXBZ2SlIYACjwwQw,Chinese broccoli.,2010-06-01 03:00:49,0
Ig2ttf1xX2Ihlm0nsykaTw,l5qx6v4B4ixp8lX3w5NpeQ,I love it here.:) man salad time! ;D,2012-10-22 19:48:03,0
-G7Gi7urCAOb7h-6hXl4dA,GaqcV1K44cTmrtOGYBmrpw,Delicious authentic Thai food!~ Great service and good atmosphere!~,2016-12-05 01:39:31,0
a_-cGctRb1Tjzkzw8Hp3_Q,ItuQW04xVI3O7nlo6V1YiA,The Snickers flavor is divine,2014-04-06 20:10:16,0
f3AZHdFgVpB5oglDz4kvyQ,tXKRz7JNNcIL_MgrNN_kBg,Pretty good so far.,2012-06-29 01:28:53,0
trcomiufpEqsUkvYJc-X8A,Zs5LttbucpA43DvK5nc8Ew,"Best pizza on 7th. Sometimes they have a band and a cover in the weekends for the bar, but you can always get a slice without paying the cover",2013-10-12 01:11:12,0
rXK6GWYvwOiXzK4LFXtZ_Q,UJPBWRS55qeQgOJydsewQA,First time here! SOOOOO good!!!,2012-08-04 19:47:38,0
PYbhOHHGkQlCEHTZyQ5veQ,m1kM87opn4tR6lt3v9AiWw,pedestrian pseudo-Chinese. run. run away.,2009-09-14 21:02:27,0
s_3jeuXRLVOw4TY-NWO8hw,iFgoIM21C_P68N8Dk-HHEA,Pretty sure this restaurant was just shut down ... :(,2014-06-12 02:31:16,0
5MW_cTIqR37BH1U6lzKhlQ,mVH85MhTrL9YUCEu17vSng,Always the best.,2015-06-14 23:50:27,0
VSCLBuIP2N9tqtrh-F3_LQ,xZileQFJ7h-0QKjtGc9xgg,Cozy.,2014-01-21 03:27:07,0
kOKa5Hi1nPKsEqU8NZLG-A,TWk5EC3H8FT9J3VpfmWWfw,Cash only...small parking lot,2012-11-27 23:24:04,1
FrzUULRy-Y6NoLkNQn6OrQ,i76ERS3jM111T3VMbi2yrQ,The best chirashi on both sides of Franklin bridge.,2012-01-28 00:30:01,0
T6hHBZIJlr2lttO0oaEYZg,w3fz5lHZdvdJDr1TrqBj2Q,Picked up a dozen donuts for my coworkers. Everyone raved about them.  Delicious!,2017-08-04 00:01:20,0
AqMTCZQhrNE5wp8FfMdF4Q,ZoZV4ybX-Yt5E8a-hmWkwg,"Moscow mule is great, and loved the gyro. The service is also really good!",2017-08-01 00:22:58,0
jsaN4TDygu76AGTiB3PpBA,fBnki9kkjTfepj0HPiUMGQ,All the tables were dirty & waitress had no idea if we'd been helped. Going to bail & go to from the boot,2012-03-06 18:27:31,0
0PhQk3KG-7qCH_RkL0kNNA,4J4NcFRh3o-pW_51OSRfDQ,Have the boxed lunch!!!,2016-06-05 14:18:04,0
QiTswK0qYfWh3MCGngbjoQ,mpTKUG5U7rq2yYP7u3719w,Parking lot is small and may have to find street parking during busy time,2017-04-07 02:30:12,0
XWw62ARr35C4pEXg0Ty76g,9b-LZWsj75mmfMYuChXDkg,Call ahead to make a reservation and get the password!,2014-07-13 00:22:34,0
1JfHD63MIZbOjrYQ74vzvQ,SHDLYf_m1aqPHcTCYVcJ5Q,The fried fish platters are decent but the hibachi chicken and shrimp steal the show.,2014-05-26 22:24:45,0
CozGguiwx7JEVk7cAwdvpA,4VXVP21v4Xec6C2mnnBnGw,Best burgers of any sports bar in town.,2011-02-20 18:41:30,0
wM7G2F5HKi62yvO-HM51zQ,s63cVEM7S0SSBQIkUIsfJQ,Banana spring roll dessert = awesome! :-),2014-03-23 03:36:31,0
mBTMzDgBNGxRiQbCFwZBPw,_tC4lXqwdfh3fbjuP40Bsw,Especially fun right now because everyone is wearing cool/funny holiday wear ;),2016-12-11 16:17:18,0
hbMLxeZB9OySNSUOJ-1G5w,1MoiTfuItt3dZkaQfJkpYw,They have trivia on Monday and Thursday nights!,2018-01-28 02:48:13,0
9_OI8TjK74BAGc51XctDBg,QZjoE2z7MwKZ8JvzUNzGzw,Good store with variety of Indian groceries.,2015-05-16 17:37:02,0
FAxwG5UGRi0fIIIWJq7eEg,dLVUw7YMUXvnYaBMh57Ejw,Gotta love that lunch buffet,2016-01-11 19:23:22,0
9lCb0V9FVtvI9qHuZhJmqw,KCl9Smwz_UwRqStq6dTC2A,they now accept credit cards,2016-03-06 17:20:12,0
PqsIxOUDTiryQYgmY_T-Wg,KZA_HEOsBXf8dtrk9rqNJA,"Love prep, great drinks and excellent food. New ideas with classic ingredients.",2017-04-14 21:08:24,0
-8PU0Z4Q2Nc-sY0eBj4DiQ,6Md7LjLUqf0scKfl78CQDg,Love the rolls,2011-12-27 22:12:41,0
AeBWa2ELfCBZVwR9t8noUw,cAbdvzqtFLaAAMFIyPf2AA,Great steak here.really enjoyed the atmosphere and service was excellent!,2017-03-13 01:07:00,0
2oxqbck3MJErUffBa6JIew,gyyFZAV39I_FaOUwslHWYw,"Be sure to check out the specials, tasty options.",2016-02-03 17:21:47,0
4XIjdvV3bz-e_NYzJRJLHg,FWSrX0STBYk1f_c6FBdFVw,Great holiday bazaar market!!!,2017-12-17 12:27:28,0
1isb7G0MkxZJiApf8PPtww,OrzCInxEE8FlVYO-U5wemA,"Find a different location if you want to try Bandana's. Also, they aren't truly representive of St. Louis BBQ. For that, try Pappy's or SugarFire. Bandana's was originally Carolina style Q that morphed to sell in St. Louis folks!",2016-10-11 01:13:45,0
PIBcDC9MqN3A4X2gNcRHsA,6Md7LjLUqf0scKfl78CQDg,"Having the tofu salad with cilantro, pickled daikon, & soy vinaigrette. It is amazing!",2012-06-29 18:06:21,0
-gbbT8re2IaNGDtDB0e75w,-_LFA5At29YUr5Q48Nuf8A,Fresh and delicious! We had a roll with caramel and pecans and it was amazing!,2016-08-06 16:27:39,0
CssA1QFiUwMYAzh9R4jfiQ,GST3wg-wej15vHeCvaXE6w,Don't look at the beer menu they give you because what you see is not what they have. What a let down.,2015-10-19 23:31:16,0
t6Qq8iqEDoe7y4Q6IidqVQ,_rkjLrft2ZgHcLBLF9amXw,Food is greasy and cheaply made,2017-11-02 21:46:34,0
nVrsQkDOFNiU4ol5Sk9JSw,i76ERS3jM111T3VMbi2yrQ,"Best chirashi, ever. You must try it! They rotate the ingredients time to time based on availability of fish/seafood - so you may never get the same old boring exact bowl each time!",2012-10-22 06:17:27,0
u82R_NPj6AGDIPUO1meKQQ,hHCGmb01EGFstumCsd4-VA,They have dividers to put in your cup if you'd like to try more than one yogurt/topping combo.,2014-10-11 20:19:57,0
yjebCrYUsbP80wd1dNn8YQ,Nn6FKnj5smJ_Ihx0uD4gjg,New Castle still flat,2011-05-07 01:51:46,0
tTgpbU20u6nGaqwxxpgNdA,FQskkrIuNMKRCQJuokI8gQ,My go to place for ice cream! Worth a 15 minute drive from anywhere. Try their ice cream sandwiches! They are to die for.,2013-05-16 18:23:42,0
MUO1oi3Yg435GY5TWYHtCg,QaLuzez50IUuxYvPvyMYvg,First time here- Clayton on a Sunday -,2014-06-08 22:22:47,0
sYinH7tnqCzJAMgQcI7x_Q,BqtxPTy5-b3gBBxGk-2nfg,Buffalo Chicken is always a winner! So good. And the key lime pie is great too!,2016-01-22 22:24:45,0
LQYVx_Tk2Oo56m-b3KvJJw,edDmC1Zcr5SVczbKBfiXqw,If your hungry for great hot food. Stop by they always have a huge variety. Plus the meats are some of the best in town.,2013-06-04 17:54:27,0
JBeWTRypzPaUj_IfZ-OJ8w,0_gh-ZRllduRLrjaYy0Icg,Delicious food! I go here for lunch every Friday! Nothing to fix!,2013-02-24 20:24:44,0
kulP4rgLtL6FGAOtOgh9pw,e-fXMT8R3j7BKMTh8xn8aw,Sit at the chef's table and make friends with Matt and Alan!,2017-04-02 01:05:22,0
KuYOQa9gGKK9h1HfvRDAMA,Pn9_MnhoLrMFdW3AZDORMQ,So hip!,2012-05-28 13:57:49,0
Rox_BrwTY9SKVWfcuTmbtQ,3zVcQ-g4OUJoPn_kTl6vyg,The spicy tekka is excellent!,2015-07-01 23:02:07,0
ItSKQOJQv8BnA3xPCD5O_A,0aflm9H-XNg8eUAoeWmh9Q,"Great restaurant chain, new items on menu, nice decor, and friendly service",2014-08-31 03:30:19,0
w_L_pYt3830sy_zWJwjORQ,gebiRewfieSdtt17PTW6Zg,Fav!!,2011-10-03 00:55:54,0
__QLyY_W06q10ZfBQg7Dcg,ET3d_6BRUyyEzzwAMsqpxw,Peppermint Macarons are here!,2014-11-23 22:23:45,0
7YWk9d6UWKCjdJU0HZTLZQ,m1kM87opn4tR6lt3v9AiWw,Keeps going downhill.  Super salty food and slow service.,2014-09-19 22:23:06,0
O093fsby0DSRcnMBp8vY1g,FQskkrIuNMKRCQJuokI8gQ,Bangkok peanut and queen city cayenne.  Yummy!,2012-08-12 19:33:16,0
8Je5patGKZ1luuh1lznKQw,VJf43klnGMmKFSzYJ19vEg,Great bang for the buck!,2017-03-10 21:16:15,0
-c9t77LeAfhc26e_VtPa5Q,OD7QQo4wNpmIb10L8gZKDw,Standard for Starbucks. It's just always too cold and the loo is gross.,2015-11-02 00:16:56,0
k9Exm3fNb2Is_FHuhneHMA,eVYOLoDYGbQ49dCgBSG3fg,"Closed. Went by yesterday. Note on door thanks ""loyal customers"".",2014-10-16 02:41:39,0
PSo14ul3_rDr9BiL2Cmj1g,1KpNlu8VM8ukw3uOzmMFPA,Off the strip means less waiting. Huge with great music and nice staff.,2014-06-28 23:49:19,0
IAdqJfbm-Gfx44qHAreRlQ,LJ7nGzqbmY44UZFVEfVNXw,I recommend going for a walk before or after eating. The park is very nice.,2017-09-05 05:25:44,0
vJ_Vdzvrb5UzGaPAg3dtvA,d_tRshM-w6S4QxE4VVi8tQ,Get here around 11:00am.  Around 11:15 to 11:30 this place got very crowded.,2010-07-23 18:18:31,0
rYja_qThTdPUt44UZ04Csw,X1qPMjWzsU9DQbTPKbSoQQ,Strawberry Lemonade !  Best. Cupcake. Ever!,2013-12-23 17:23:24,0
N78Jt21gGhCTIxTpJ_rUyg,7hnqA1QAKE4I0mTnDFhHQw,Breakfast menu ALL DAY!!!,2014-09-05 01:52:51,0
mKBl4fAqTfNts7B78aOPVg,s63cVEM7S0SSBQIkUIsfJQ,Sashimi platter is a St Louis Magazine 50 best dish,2012-04-10 03:01:22,0
SGPCLi-kVZ_pz1w7VJtkeA,5DW8hK3NokQmw5jBCYYp6Q,Extensive IPA list,2016-08-18 23:30:35,0
8NZYEghkN2csNKsQhuVupQ,ZRSVqYaoo3VMvthb2QEJmw,Tried fried plantains for the first time; flavor was good but they were very greasy. Not sure if they are supposed to be swimming in oil.,2013-08-31 22:32:06,0
m982bOXdBgpmVU3ROb1B2Q,6f8dXcqMrNPMHm1fXFQQbg,Blueberry donut!,2015-10-05 15:14:15,0
57SQLiv8zBgpSFuQkOMGDw,jkGQQ4_LgJx3hwPtCFkzbQ,There is absolutely no way you can go to Max Brenner and not get fondue!,2010-01-18 17:28:58,0
9sHfCA7_y5DkQM2I3ykHzw,9TB2gtstGy1wLp3VRkiuXw,For a limited time you can order a $17 lobster sandwich.,2011-05-24 15:45:39,0
d4ebnojtbb3VdO9jOjl3ng,jmXrmPfM_X0dm-9OU8pUKg,The Gotchyou sauce on the wings is really good!,2017-11-18 19:39:12,0
Wns0Zb_YZeQZzgotD-XFIQ,izRHzOCcOpiB0B2wqIJDzw,NYC style pizza. So good.,2014-01-12 00:21:00,0
vhBJpop-h0FfMHo6tgrylg,qzqR-O_gi6eDeXbV0Yjjow,Ramen time!,2013-08-22 01:30:25,0
OIaX_WTVzRL_rqr12FPFSw,vEdNsFx-ozYFNxR9XZQ5AA,Happy Hour Specials:,2017-07-05 14:36:58,0
9zG2PRZnMGe5F29a5NK6Rw,igLY1nGlOG6llNBJHRDROg,"Gone down hill, no live catfish",2012-01-21 22:20:07,0
eIRdbpnHgspZ2hqbiDrIOw,gebiRewfieSdtt17PTW6Zg,Amazing sushi that tasted great. The waiters were a little slow tonight.,2016-11-19 03:08:01,0
uRBF1JGxy42-msjjMcTCxg,lW0j4djwjel3zBXMPaxv5A,Yep,2012-06-17 17:07:43,0
T__CyGS2hC3fq51vGXv9YA,OK-p7PcDYPur78AQkanljg,Forget about this place for lunch,2015-07-22 16:14:25,0
T6E9RTTtAYCy8bb9ThJLog,OXDo1mHlp2Io3CM6a1aB1w,holy smokes!!!!! go go now!!!! eat here.,2014-01-10 03:27:49,0
-NEsqgAweDXmhy2iSASpjA,3wbs05uSdzSaIAhwE1YouQ,"You must try the chips, salsa and guacamole",2017-03-30 01:24:28,0
s-RGNz9i2DQO6AyNJMYSrA,cqfeeRAyhmnAENZgGIgXig,I ordered spice thighs and when I can to get my order. None. Very incompetent.,2013-10-23 01:03:56,0
qPtUS9n8uyWD-io0c20jig,FY9T3yChZ9ZtnpTcQE2qIg,The wings are delicious! The drinks are moderately priced! Fairly good service!,2017-01-22 08:01:58,0
3q1ol4c0ACNnJMEOIABJkQ,rQgvzje411OZY2p9fLdycQ,Had delicious etouffee. Loved the atmosphere. Friendly service,2015-10-21 17:37:54,0
mWamaq-Awy6tf7U4bCtT1A,i76ERS3jM111T3VMbi2yrQ,"Should have made reservations, even on a Tuesday! Delicious and worth leaving the city.",2015-12-31 03:58:30,0
fm2npkf_1BNUPRZQbvJA0Q,PGd06nrseC2YAIqP6S9gUA,Use the no wait app to help skip the 1 hour + wait on the weekends,2017-11-02 14:26:50,0
N7pqjXb9JHshFPIhFRPmPQ,aDgughL1vDootnXe5kUWGQ,Very nice atmosphere. Will definitely be back. Shrimp buns were delicious.,2016-12-05 01:09:33,0
DQLIeWYj1YVQbxGDzw9Scw,FlWCsBiNoI4XTwZD8f_q0Q,Here to support Dine Out for the Cure!!!,2012-06-21 23:02:44,0
mVOZmcfNPg5hCjDbXwR4Ww,PlOLeg4BCkRB4vfgWcXxTg,Best sushi in town! Rice from hibachi is also the best we've ever had!,2013-10-14 02:03:49,0
jsaN4TDygu76AGTiB3PpBA,OLC8D6ig4vyLLXvPlQUFpw,Gas pumps failed weights & measures. Pumps Dont print reciept. Inside looks skank. Rewards card got me a free soda. All good,2011-02-16 17:11:14,0
OijPMqx5yPxL9rqPSyErqg,M6ap9LXMEZmHf6NhlNpDQA,"Ask for House Special beef pho (not on menu). If you are Pho fan, this is the soup w/ Tai & every other beef cut, incl meatballs! Yummmmm.",2013-05-25 22:50:50,0
iiu3bqTQyXy2Eu-jzO0T2Q,6ewV-e7-39oqYUq3yZuIyw,me gusta huevos rancheros,2012-04-07 12:30:21,0
P-Fv4Mm56a2wTEsA34JMew,bZ2mNCf64JlX-_U5eDOcQg,Kobe sliders are delicious and so is their sangria!,2011-04-20 19:13:23,0
Gqg5gHGWlAuWBbCodUje4g,5PwNgUrPnJ2rUyUGSpSn9g,I will probably die of starvation before I get the order that I placed online...,2017-06-12 19:29:06,0
sGaoPWB_p1aOm5z9cnV3Aw,FD7gMovIYQmhdn23Iq91zQ,Bring cash,2014-09-14 13:38:38,0
yy1AvThp_6TINmk2qD9PKw,QeNkbpdKcOqOW7NwwA1zQg,Not particularly special but not bad either. The best part about this place is the sidewalk seating on beach drive. beautiful!,2013-06-12 19:19:04,0
m0bKLLxnY-nN4_ymZMQV3w,jLM0Tik4EajGz5Odjm8HxQ,Place is full of drunks and the food sucks,2015-10-13 01:16:05,0
AWtpMObUIkkmJxObHelgWA,5xW1QiUC2PEwa8jDha0scQ,Lines are minimal now.,2013-12-21 23:26:14,0
EdHLoZf007yayX0FKqtA3w,Pn9_MnhoLrMFdW3AZDORMQ,Pre game,2011-12-31 23:09:13,0
JapJQZIsWLn8MpsHOH6J-w,Kj74Bh_pvtueA321wcv9ng,Dont go!!!,2014-03-16 14:26:56,0
ZQi_M3cUzOajZI-pt1lbHQ,jwEHfhS7uLK4TJgGPfnWDw,"Love this place! Get the blue cheese salad with pecans, sooo damn good!!!",2014-01-18 04:11:41,0
KzM2kLwCcilSbeQX0JUx0g,urcsgFm757tjbcOOjzIDyQ,They open at 12 not 11 like menu says.,2011-08-13 16:33:04,0
kBZL6aLWg0M3J-zZ3Jt39Q,dclL14pr7OojCOKJ_ZbMbQ,"Made to order cannoli, AWESOME !",2015-10-14 02:57:20,0
wxqxIOP9SoqKY3ZxvKchqg,fCDMLD21ypv1XZ_EyafCkQ,Pretty slow service to be honest. Have been waiting 20 minutes for my food during a small lunch hour window.,2017-02-02 17:32:22,0
lMY8NBPyzlPbbu-KBYfD9A,p6JxfR9ebAlIlpm674F-dg,Samples in the morning,2015-07-08 14:53:07,0
Lhelq4u6GFFp3_kOhvvwXA,3TkP4w6zJc473_jgaTTfKA,Looks like I can have a southern country breakfast up here! Yay.,2013-07-06 13:54:23,0
haebF6ELoYWkHcwODPPBmw,USleU89txaknVADlMhUtnQ,Anytime is a good time for a Tastycake shake.,2012-05-26 22:33:05,0
ZD2PCDd-Lt9FEp4SQBZh0Q,RfeNJDEt0AV9gPab9-A17Q,Fresh sushi and great service,2014-04-25 01:00:37,0
640-XJULtQ_P073RMClgPg,-K0LoSCfh8i5U_y53Krepg,Best mall in tampa,2011-07-31 20:03:58,0
D7iTphxo--cHFp9PHDhIGw,oQ5CPRt0R3AzFvcjNOqB1w,Transformer blew. Bring cash and show your local Nashville support,2012-12-28 00:41:25,0
cqoSx4ITtvkYmWaL6gf0YQ,bZ2mNCf64JlX-_U5eDOcQg,They have a nice rooftop bar.,2014-07-31 22:49:28,0
Yed1c5kryAfCt4W4oVZflA,ZpQs6ICV63NwLrTO9kNHAA,great lunch special at $9.95 comes with soup and a good selection..always fresh,2016-08-25 17:10:34,0
QD9xhB-261YIQIFI5sRBtQ,uxtTOiDzKOJQZgoVEgocJw,"Come when it snowing.
You will get all the attention",2016-02-15 22:40:25,0
gsnUK0TqDoRHAyT38jtasw,ZJKGcR7J0n1DGbLqt1N5Vw,Dinner with my Lovely.,2010-09-03 23:13:10,0
TyK9Lc5PnvFoQlhNfs9Irg,mV12ZKWE2WuYy0Mq3irzYA,Just updating some more pics!,2017-08-28 01:21:57,0
0C65lVj_ujVYDs7b2yYBAA,V_jy9Aemc3kjznqhbsu_Dg,Sounds creamy o_O,2012-01-22 02:13:01,0
3flVApKPvTF0UkAdPu8uTg,HZ_wXHeUoB7bopQ0vst2CA,The time you drive all the way here for boba and realize it's cash only :-X,2016-06-30 16:33:58,0
UxFw99LG9LT1CNxj2PJmIw,GST3wg-wej15vHeCvaXE6w,Very good hot chicken sandwich although the chicken wasn't spicey :-/. Good service.,2017-04-07 00:39:38,0
TnxZgS3lrNYsPohd_OpiCg,DbARcEuX6NvWN_hSQKHMJg,"Effective 9/18/16, the Sunday market hours are 8:30am-2:30pm",2016-09-16 12:28:42,0
_TTiqFfx3QmeyAbQWAIN7g,d9xIiW-1Ns8tB3sjaBYTAQ,I won't return. Dirty dirty dirty bad customer service.  I'm looking into how many violation this place  has,2013-06-09 13:30:44,0
0K9Z3lgsPvocrCkvjAt_Tw,Nq1Kn7ud84upBHz9chFW0A,Amazing sandwiches and good selection of beer!,2015-09-18 22:29:12,0
WYhp_lohjCfyOvZFWJ_MkA,RnURR_OfKGejCsEshpS0ww,The manager & service  large portions,2014-03-13 23:26:45,0
r9S0VYrdXJrdhfR7OXj8tA,N11PPHgx_XABZjfEG5mspg,Chocolate is my favorite,2017-06-13 20:59:04,0
qjfMBIZpQT9DDtw_BWCopQ,dQUZyX2QDWuqi_-y-cEjMw,Nemo roll is my favorite. Good for pass around the table app.,2015-07-13 13:45:49,0
Xm6m_Nq65tyIKFX4xJHDBg,ozbS-6cJSM1QVt3Abs7Seg,To anyone who's wondering: they aren't permanently closed. I spoke to a manager (might have been the owner) at the location in Orlando  today 7/1/17; who advised this location in Tampa is being renovated and should be opening again in 4-5 days.,2017-07-01 20:11:36,0
kF2sEC2B1nJlxVFr_jaEQA,jkGQQ4_LgJx3hwPtCFkzbQ,This place smells like heaven,2011-03-09 19:05:35,0
jEcSGHkE31zEGt7p_8Mbkw,TRHlMXpHOVaEf3bb-gncRA,$10 to use the pool for the day,2014-06-29 01:42:46,0
uRiLUgHzpNTQxGTq_wCduA,dclL14pr7OojCOKJ_ZbMbQ,lime gelato!!!,2011-08-12 03:02:15,0
KDewJBJknfWvQyHHFNbfdg,eyQL0pS7agcZtdKYQ-tJGw,Yelp Vs Food!,2011-09-01 23:13:26,0
yYfqplRLcf5--9syE8s-gw,5ZUDiqevPIRvCjM6nj3kaw,Loved the Salt & Pepper wings!,2012-08-06 03:45:06,0
eDCXJETgBA5sw_6lRGZ7WQ,O-tLzrgCWcWLswlpqHt4Ag,$1 jello shots are so strong!,2010-09-05 04:39:09,0
kOXBWfYSrwKsiNalc5nR_g,msHYY8zS_8D3_BJitdGdmA,All the bowls here are delicious. My fave is the Cavatappi.,2016-02-27 22:23:00,0
bGt9dhjnWkAGeOTiRaQgqQ,GU8bT_YS2WbLK749ETzroQ,Coffee was nothing special.  Didn't like the hot chocolate.,2017-11-30 00:53:43,0
RBhPrfvTrrQACFA0GsmLog,C5xuoT2SwR8tXRH5O8HLXw,Always hot and fresh; perfect,2011-01-19 17:37:35,0
Bdk_7Tvhiph-1Nwuf9KBjw,4wDo72kKuceoLw8Uu_Y_RQ,Another awesome dinner at Pia's...,2013-06-16 22:52:24,0
Dn6zGa9HXNLr3a71PhMySg,2PeuTPjcC5jEyrMt9o-w7w,This place is beyond fantastic. Also best coffee in St. Louis,2015-02-23 05:40:25,0
u4df9jjhSsjnrz1wEqFjJg,1KpNlu8VM8ukw3uOzmMFPA,Pretty spacious with main floor and downstairs concert space,2011-11-11 23:48:35,0
UK0PnfjRFIqcE6z82wTQ-g,5p4p5DknrjuxIUDokYZE9w,Great Cheesecake and coffee,2011-11-06 04:16:17,0
TT4Z-tfhBkeBDBXNZLcuKQ,KToZclByHoXTZKMU4ALKlA,Gravy sauce on pizza?!?!,2010-10-17 23:45:18,0
iiCVZpZ778M0gc9nYA0Jkw,v_wAk6pCbtKmcQfEKQBOPg,A M A Z I N G FOOD! The owners will treat you like family.,2015-09-06 03:13:16,0
sRlLCiXv8HVGmPGh3swbAA,YQvVAKCpPcOJHwwrMad4KA,Allow for extra time. Fresh food takes longer than food that was cooked days ago and reheated!,2013-06-11 13:24:38,0
luYbHv9UZA_9SOwpRuHopw,-Dg2pJigtydnPUUW5XBamQ,"Favorite dog: O-Mazing Grace
Favorite fries: Poutine",2017-12-18 02:25:25,0
ml1AQElm3F1QCb0a6AJiKQ,EUnnoesZTelOv_bT4GvZjg,"the best caesar salad. dressing is made from an original recipe. 
add chicken. it's amazing!!!",2013-01-12 04:47:10,0
fCvMnJU1Z-XhAjKg99wK3Q,T9pIor6yCiFrDVSGHbgW_g,"Cheesesteak and pizza fries are always good, even for breakfast.",2016-03-24 05:02:23,0
KDewJBJknfWvQyHHFNbfdg,eyQL0pS7agcZtdKYQ-tJGw,Buy from the source: imagine if you could go to Evian....,2011-04-20 21:22:13,0
xcjrRnQoExnYFGy4nZoGAw,bZ2mNCf64JlX-_U5eDOcQg,If you get the shrimp and grits make sure to ask for Cuban bread to soup all that delicious gravy,2012-04-08 01:36:32,0
BnBQ0UU9uSiI_0cbCZ4lsw,-6OjnX3ZdDOhHxWR60wysg,Super service,2012-04-12 23:47:36,0
YSxzcMGSJpgvXQINbGUiIw,nr2aVI7hvzybtylgiP0NBw,Very clean and service is fast.,2014-11-02 16:49:27,0
rGzzTTw9Tn7DyZftbB1gEw,ItuQW04xVI3O7nlo6V1YiA,"Try the flavor before you settle, its not always as it seems.",2014-06-14 02:06:41,0
YlWqbKfRinSudpLlgTxKbA,Qlmusk0BBY0kMOd8Y96H4A,Make a reservation if you want food and an atmosphere quiet enough to talk - the bar was packed and very noisy - but those of us who made reservations had tables in the quieter restaurant area!,2016-05-28 04:17:08,0
X1nvKXUJ5Lp3W9Oe-_JrMQ,VHxvZ6TlLcCl23dokKl2xQ,Play Buzztime!,2015-10-11 22:25:44,0
4Dy4PVb5lykv4N0kYiRhVA,SVJJIoAiW3vHwoSpVnUcLQ,Love the decor!,2014-06-23 22:47:11,0
I2XEhv9zBeAJcwYIrnMf1g,0d1dpaZqcm7litFOJl7atA,Complimentary mimosas with brunch entree!,2017-01-01 18:11:11,0
_hPjqzQDiyw1-4U_IAETpg,Ou8xVbr-Sj7MSetBxTudMQ,All good here,2012-04-30 18:13:06,0
ic5a0ViLmWRHBQ0RpyicEg,mV12ZKWE2WuYy0Mq3irzYA,Mmmm...,2011-04-09 15:57:34,0
k2M8jy_eKLLjbZ6_7urkWA,eVYOLoDYGbQ49dCgBSG3fg,The chicken and beet salad is yummy!,2014-03-22 22:22:26,0
trf3Qcz8qvCDKXiTgjUcEg,YiFx7ZLv_Nnr61i2xzfuig,Corn bread.,2012-10-07 23:30:40,0
SwEaZaGLtvS_dSET0VZWmg,eyQL0pS7agcZtdKYQ-tJGw,Friday growler fulls the best.,2014-06-28 23:27:35,0
6UsMM-rKqm2tMju0RTGnOQ,IgNDlyLERBwFGphgcC5VDQ,Soup soup soup!,2011-10-26 22:25:30,0
UAOUM9AeGGtpQwQ9xB_PmQ,ANDbwHhhs1XYFWAGhaqWQQ,Everything is fresh here. Love it.,2017-03-19 13:34:44,0
ilK_AuQJU3rLrSRk9m4E4g,9b-LZWsj75mmfMYuChXDkg,Get a booth...just saying,2014-06-14 01:50:57,0
